,company,job_title,location,description
308,,,,
309,Truist,Lightstream Graphic and UI Designer,"San Diego, California, United States","The position is described below. If you want to apply, click the Apply button at the top or bottom of this page. You'll be required to create an account or sign in to an existing one.Need Help?If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Accessibility or call 877-891-2510 (accommodation requests only; other inquiries won't receive a response).Regular Or TemporaryRegularLanguage Fluency: English (Required)Work Shift1st shift (United States of America)Please Review The Following Job DescriptionThe Graphic and UI Designer will oversee implementation of the design management system for Lightstream.com and also work to fill the other needs of the marketing department including partner marketing, email, trade show booths, direct mail and others.Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time.Concept, refine and produce digital creative assets to support the development of LightStream.com.Concept, refine and produce other creative assets such as collateral, printed material, signage, etc. to support marketing initiatives for partners, direct mail, etc.Oversee the development of the DSM for LightStream.com and coach others in the use of tools like InVision and Sketch.Apply best-in-class practices, quality and creativity/innovation to the LightStream marketing program, in order to achieve successful results and continuous improvement.Contribute to maintaining the consistency of the LightStream brand across multiple channels.Coordinate with LightStream agency resources on work. Build relationships with teammates in various Truist business units to ensure open communication and consistent execution of the LightStream brand.Required QualificationsThe requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Proficiency in key design software including InVision and Sketch. Experience designing for responsive websites. Experience with UX design and UI best practices.Digital knowledge and experience is key, and print/other design experience is also important – broad base.Experience with print production.Strong design and communications skills. Strong creativity and design abilities/competencies. Solid analytical, problem solving, integrative thinking and creative thinking skills. Solid organizational and project management skills.Preferred QualificationsBachelor’s Degree in relevant field.Continuous education to keep up with emerging software, technology, design trends, etc.; Multimedia and video experience.Minimum 6 years of experience in similar roles – graphic and web design, production art.Consumer lending and/or financial services experience, interactive agency experience.Truist supports a diverse workforce and is an Equal Opportunity Employer who does not discriminate against individuals on the basis of race, gender, color, religion, national origin, age, sexual orientation, gender identity, disability, veteran status or other classification protected by law. Drug Free Workplace.EEO is the Law Pay Transparency Nondiscrimination Provision E-Verify Show more Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Financial Services"
310,,,,
311,U.S.,UX Visual Designer,"Irving, Texas, United States","At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionResponsible for defining and executing visual communication strategies that tell the story of the work of the Service Design Strategy team. The Service Design Team helps teams understand the customer’s experiences and collaborates to design new experiences that meet customer’s needs. You will be an integral part of the team and will participate in the design process itself including: research, synthesis, opportunity definition, concept development and prototype development.Through your work you will be designing, shaping and improving the customer and employee experiences. You will consider the effects of typography, space, layouts, color illustrations and photography on the experience of and usability of products and services. You will also combine a thorough knowledge of current design trends, and a working knowledge of front-end development to interface across a variety of digital products.Responsibilities IncludeCreates Journey Maps, Concept Storyboards, Prototypes and other necessary visualsCreates other artifacts as needed to communicate the work of the Service Design TeamCreates accessible interaction modules, screen layouts, style guides, pattern libraries, images, icons and other visual elements for projectsApplies and updates existing brand (visual and interaction) standards to accommodate new products and campaignsPresents and communicates design and design goals to teammates and partnersValidates code is built as designed during projects (according to brand standards, style guides and pattern libraries)Reviews artifacts and deliverables from peer designers to ensure they accurately represent the U.S. Bank brandCollaboratively partners with internal peers (visual designers, content writers, accessibility consultants, researchers, prototypers, and strategists) to create world class customer experiencesFormally observes user interviews and usability sessions with the possibility of conducting interviews as wellBasic Qualifications Bachelor's degree, or equivalent experience Three to five years of related work experience, such as UX or digital industryPreferred Skills/ExperienceThorough knowledge of and experience with UX best practices, service design process and framework, and experience in workshop and co-creationsThorough knowledge of website architecture, interactive design principles, web usability, and online marketing and business needsExperience with user-centered design from concept to deliveryExperience/familiarity with CSS and responsive designSkilled with design /interaction / transition / motion design (portfolio required)Experience creating style guides for development teamsExperience working in a cross-channel environment, including desktop/laptop, mobile, devices and brick-and-mortar locationsExperience collaborating with large teamsStrong communication and presentation skillsThorough knowledge of UX best practicesAbility to problem-solve and work independentlyIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.BenefitsTake care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting usbank.com/careers.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire. Show more Show less Seniority level Associate Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Credit Intermediation"
312,U.S.,UX Visual Designer,"New York, New York, United States","At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionResponsible for defining and executing visual communication strategies that tell the story of the work of the Service Design Strategy team. The Service Design Team helps teams understand the customer’s experiences and collaborates to design new experiences that meet customer’s needs. You will be an integral part of the team and will participate in the design process itself including: research, synthesis, opportunity definition, concept development and prototype development.Through your work you will be designing, shaping and improving the customer and employee experiences. You will consider the effects of typography, space, layouts, color illustrations and photography on the experience of and usability of products and services. You will also combine a thorough knowledge of current design trends, and a working knowledge of front-end development to interface across a variety of digital products.Responsibilities IncludeCreates Journey Maps, Concept Storyboards, Prototypes and other necessary visualsCreates other artifacts as needed to communicate the work of the Service Design TeamCreates accessible interaction modules, screen layouts, style guides, pattern libraries, images, icons and other visual elements for projectsApplies and updates existing brand (visual and interaction) standards to accommodate new products and campaignsPresents and communicates design and design goals to teammates and partnersValidates code is built as designed during projects (according to brand standards, style guides and pattern libraries)Reviews artifacts and deliverables from peer designers to ensure they accurately represent the U.S. Bank brandCollaboratively partners with internal peers (visual designers, content writers, accessibility consultants, researchers, prototypers, and strategists) to create world class customer experiencesFormally observes user interviews and usability sessions with the possibility of conducting interviews as wellBasic Qualifications Bachelor's degree, or equivalent experience Three to five years of related work experience, such as UX or digital industryPreferred Skills/ExperienceThorough knowledge of and experience with UX best practices, service design process and framework, and experience in workshop and co-creationsThorough knowledge of website architecture, interactive design principles, web usability, and online marketing and business needsExperience with user-centered design from concept to deliveryExperience/familiarity with CSS and responsive designSkilled with design /interaction / transition / motion design (portfolio required)Experience creating style guides for development teamsExperience working in a cross-channel environment, including desktop/laptop, mobile, devices and brick-and-mortar locationsExperience collaborating with large teamsStrong communication and presentation skillsThorough knowledge of UX best practicesAbility to problem-solve and work independentlyIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.BenefitsTake care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting usbank.com/careers.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire. Show more Show less Seniority level Associate Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Credit Intermediation"
313,Tank,Junior User Interface Designer,"Somerville, Massachusetts, United States","Direct message the job poster from Tank Design Jess P. HR, Talent Manager at Tank Design About TankTank is a bi-coastal branding, design and experience agency with studios in Somerville, MA and San Francisco, CA. We are a strongly integrated group of researchers, strategists, designers, writers, technologists, and liaisons, bound together to create new digital experiences, evolve existing brands and empower established brands. Want to learn more about Tank Design and the work we do? Visit us at tankdesign.com/workYou will offer:Minimum 2 years experience in an agency or in-house design role.Demonstrate advanced user interface and product UI system work through a strong, crafted portfolio.Take complex challenges and Inspire clients with innovate ways to approach them.Have a strong portfolio that demonstrates solid user experience and understands best practices when applied to visual UI and product work.An interest in design strategy and system design approaches, involving maintaining and evolving design languages, UI libraries and systems.Be able to manage multiple projects and execute in a fast-paced environment.Skilled in using the latest design and prototyping tools (e.g Sketch, Invision, Figma, Abstract, Zeplin)A foundational understanding of front-end development to communicate and partner with the development teams both internally and externally.Understanding of responsive mobile best practices. Native app experience a benefit.Understanding of interaction design involving motion.Strong communication skill and the ability to educate and inspire clientsCapable of using the power of data to inform design decisions and experiences.Understanding of WCAG/ADA best practices.Work LocationSomerville, MA (currently remote)To be considered, you must complete all application questions and be eligible to work in the United States. Show more Show less Employment type Full-time"
314,,,,
315,SA,Visual UI Designer,"Cincinnati, Ohio, United States","The right candidate will dive deep into new spaces – understandings users’ needs, workflows, motivations and how things work in the users’ realities. This role requires flexibility as it is dynamic by nature with projects that evolve quickly.Responsibilities Explore a wide range of concepts and work collaboratively with teammates to quickly iterate, validate, and refine ideas together Effectively communicate your designs to developers and other key stakeholders Address product, marketing, and business needs Conduct industry research and stay up-to-date on best practices, competitor UI designs and emerging technologies Conduct, observe, and analyze usability testing sessions Develop consistent, intuitive architecturesQualifications 3+ years of professional experience designing and developing engaging products and/or interfaces for consumer or healthcare products Experience in working with Sketch or Figma as well as the core Adobe design products Experienced in leveraging data science and machine learning in order to provide insights to the teams about potential business opportunities and existing problems Skilled at using your visual design skills to add value, depth, and enjoyment to demanding experiences Portfolio shows you have strong understanding of layout, typography, color, form, motion skills and how they add depth to a great overall experience Highly organized, thoughtful, with a great eye for detail and the ability to work comfortably in a wide array of styes, including a style set by another designer Bachelor’s degree in graphic design, industrial or product design, motion graphics or UI design Show more Show less Seniority level Executive Employment type Contract Job function Design, Art/Creative, and Information Technology Industries Industrial Machinery Manufacturing"
316,Practivest,UI Designer (Remote),"Bethesda, Maryland, United States","Are you a creative person looking to boost your career in UI design? We have the best opportunity for you.You will be working on a solution that will help everyday investors to align their investments with their beliefs. Also, you have the opportunity to join the company's founding team!RoleThere are no hard requirements in terms of tools you want to utilize, but we love to have someone who knows about version control and can work alongside engineers to deliver the best user experience.ExpectationsA good sense of how to make things look goodIdentify customer issues, develop a plan, and create a visionConduct user research using approaches such as interviews, usability testing, and questionnairesWearing many hats as needed to cover broader responsibilities (We are a startup!)Have knowledge of wire-framing and tools used in creating wire-frameStrong abilities in both oral and writing communicationLocationThis role is 100% remote and we are not limiting applicants to any specific country to time-zone. We are partnering with deel for our hiring process. Please make sure your country is supported by deel before applying.CompensationSalary is dependent on your experience and we are open to cash, equity, or a combination.About PractivestPractivest, a FinTech startup focused on disrupting the traditional investment industry, looking for a highly energetic creative designer to streamline its user flow through our web application. Show more Show less Seniority level Mid-Senior level Employment type Part-time Job function Other Industries Financial Services"
317,McCann,Junior User Interface Designer,"New York, New York, United States","This opportunity is to join McCann New York, the flagship office of the global McCann network, as a UI Designer primarily focused on digital projects across many of McCann’s clients. The UI designer will join a team responsible for producing digital and experiential advertising projects. You will partner closely with a UX architect in order to deliver conceptual and production quality user interfaces for both websites and occasionally brand experiences. Responsibilities:· Create conceptual and production quality User Interfaces and digital assets for web, be that components, full pages, user journeys, or entire websites.· Able to work across websites, apps, and interfaces within installations/activations which could vary across the UI/design spectrum.· Design, produce and detail UI assets ready for developer hand-off.· Work with UX consultants to ideate, conceptualize and feed into the UX strategy.· Support the digital team in the discovery phase of projects, assisting with identification of the creative and visual design strategy.· Champion digital creative excellence, upskilling the team and push the boundaries of creative output for the department.· Experience executing interfaces; working within the defined user experience and brand guidelines to fulfil strategic goals translating brand identity across digital touchpoints. About you:· You are highly collaborative and thrive on working in close partnerships with UX consultants and developers to design effective experiences but are equally comfortable working independently on multiple smaller projects.· You will have excellent communication skills visually, verbally and in written format enabling you to convey your design intentions and rationale, whether that be to internal account teams, or with clients.· Proven creative problem solver experienced in dealing with digital channel limitations and marketing requirements. · You will naturally have a high attention to detail with pixel perfect consistency a given, and technical design knowledge including typography, layout principles, mobile and UI best practice, asset optimization, and accessibility considerations.· You will have skills in Adobe Creative Suite and ideally Adobe XD, able to efficiently craft user interfaces, scalable design systems, and create low functional fidelity prototypes. Experience in Sketch, Figma, Axure, ProtoPie or other design and prototyping tools including HTML & CSS would be a bonus.· You will have an excellent UI portfolio that communicates the visual decision-making process you and your team arrived at in response to end user goals and business requirements.· You will be curious about understanding user behavior and the audience you design user interfaces for, with a genuine passion in developing your knowledge of usability and user experience.· You will have a strong interest in digital beyond the web and keep up to date with the latest advancements through active involvement in the design community.· 2+ years of experience as a UI Designer preferred McCann is an EEO M/F/Disability/Vet EmployerParticipant in E-Verify Show more Show less Seniority level Associate Employment type Temporary Job function Design, Art/Creative, and Information Technology Industries Advertising Services"
318,,,,
319,U.S.,UX Visual Designer,"Chicago, Illinois, United States","At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionResponsible for defining and executing visual communication strategies that tell the story of the work of the Service Design Strategy team. The Service Design Team helps teams understand the customer’s experiences and collaborates to design new experiences that meet customer’s needs. You will be an integral part of the team and will participate in the design process itself including: research, synthesis, opportunity definition, concept development and prototype development.Through your work you will be designing, shaping and improving the customer and employee experiences. You will consider the effects of typography, space, layouts, color illustrations and photography on the experience of and usability of products and services. You will also combine a thorough knowledge of current design trends, and a working knowledge of front-end development to interface across a variety of digital products.Responsibilities IncludeCreates Journey Maps, Concept Storyboards, Prototypes and other necessary visualsCreates other artifacts as needed to communicate the work of the Service Design TeamCreates accessible interaction modules, screen layouts, style guides, pattern libraries, images, icons and other visual elements for projectsApplies and updates existing brand (visual and interaction) standards to accommodate new products and campaignsPresents and communicates design and design goals to teammates and partnersValidates code is built as designed during projects (according to brand standards, style guides and pattern libraries)Reviews artifacts and deliverables from peer designers to ensure they accurately represent the U.S. Bank brandCollaboratively partners with internal peers (visual designers, content writers, accessibility consultants, researchers, prototypers, and strategists) to create world class customer experiencesFormally observes user interviews and usability sessions with the possibility of conducting interviews as wellBasic Qualifications Bachelor's degree, or equivalent experience Three to five years of related work experience, such as UX or digital industryPreferred Skills/ExperienceThorough knowledge of and experience with UX best practices, service design process and framework, and experience in workshop and co-creationsThorough knowledge of website architecture, interactive design principles, web usability, and online marketing and business needsExperience with user-centered design from concept to deliveryExperience/familiarity with CSS and responsive designSkilled with design /interaction / transition / motion design (portfolio required)Experience creating style guides for development teamsExperience working in a cross-channel environment, including desktop/laptop, mobile, devices and brick-and-mortar locationsExperience collaborating with large teamsStrong communication and presentation skillsThorough knowledge of UX best practicesAbility to problem-solve and work independentlyIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.BenefitsTake care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting usbank.com/careers.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire. Show more Show less Seniority level Associate Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Credit Intermediation"
320,U.S.,UX Visual Designer,"Minneapolis, Minnesota, United States","At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionResponsible for defining and executing visual communication strategies that tell the story of the work of the Service Design Strategy team. The Service Design Team helps teams understand the customer’s experiences and collaborates to design new experiences that meet customer’s needs. You will be an integral part of the team and will participate in the design process itself including: research, synthesis, opportunity definition, concept development and prototype development.Through your work you will be designing, shaping and improving the customer and employee experiences. You will consider the effects of typography, space, layouts, color illustrations and photography on the experience of and usability of products and services. You will also combine a thorough knowledge of current design trends, and a working knowledge of front-end development to interface across a variety of digital products.Responsibilities IncludeCreates Journey Maps, Concept Storyboards, Prototypes and other necessary visualsCreates other artifacts as needed to communicate the work of the Service Design TeamCreates accessible interaction modules, screen layouts, style guides, pattern libraries, images, icons and other visual elements for projectsApplies and updates existing brand (visual and interaction) standards to accommodate new products and campaignsPresents and communicates design and design goals to teammates and partnersValidates code is built as designed during projects (according to brand standards, style guides and pattern libraries)Reviews artifacts and deliverables from peer designers to ensure they accurately represent the U.S. Bank brandCollaboratively partners with internal peers (visual designers, content writers, accessibility consultants, researchers, prototypers, and strategists) to create world class customer experiencesFormally observes user interviews and usability sessions with the possibility of conducting interviews as wellBasic Qualifications Bachelor's degree, or equivalent experience Three to five years of related work experience, such as UX or digital industryPreferred Skills/ExperienceThorough knowledge of and experience with UX best practices, service design process and framework, and experience in workshop and co-creationsThorough knowledge of website architecture, interactive design principles, web usability, and online marketing and business needsExperience with user-centered design from concept to deliveryExperience/familiarity with CSS and responsive designSkilled with design /interaction / transition / motion design (portfolio required)Experience creating style guides for development teamsExperience working in a cross-channel environment, including desktop/laptop, mobile, devices and brick-and-mortar locationsExperience collaborating with large teamsStrong communication and presentation skillsThorough knowledge of UX best practicesAbility to problem-solve and work independentlyIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.BenefitsTake care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting usbank.com/careers.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire. Show more Show less Seniority level Associate Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Credit Intermediation"
321,,,,
322,Postclick,UI Designer,"America, South Dakota, United States","Who are we?We are innovators combining machine learning and AI with human insight to reshape digital marketing. We champion big ideas, embrace cross-functional collaboration, and invite bold thinkers from all over the world to be a part of our teams. We bring passion to our roles, cultivate diverse perspectives, and never stop striving for powerful results. Informed by a decade of conversion data, our advertising conversion cloud creates personalized connections between brands and their customers. Like us, our technology is always in pursuit of better ways.If you are excited to be part of this vision, read on!About YouYou love your work, and you want to be a part of an extraordinary Team! You believe in having a diverse and inclusive culture that promotes equality for all. We’re looking to grow our Professional Services division by adding an UI Designer to join our team. This is an exciting opportunity for an experienced individual to join a growth-stage organization and help pioneer the next generation of personalization technology. With this position you will get the opportunity to apply conversion oriented design principles to help deliver experiences that lead to results. You have a history of successfully working in a hybrid environment made up of remote workers who will stay 100% remote post covid and employees who will go back to the office three days a week once it’s safe.A day in the life… You will collaborate with copywriters, UX designers, conversion optimization strategists, client partners, and more You will define the visual direction of projects to shape and position ideas for customer impact You will review a steady stream of design work, ensuring it’s of the highest quality You will problem-solve process issues across multiple working groups You will provide occasional off-hours coverage for teammates across the company You will stay up-to-date on conversion-centric design trends and best practices You will familiarize yourself with the design guidelines and client needs of multiple clients You will work with a wide range of stakeholders to produce design solutions RequirementsWe would love to hear from you if this sounds like you… 3+ years experience with a track record of designing exceptional experiences for web and mobile pages Strong written and verbal English skills Proficient in popular design tools like the Adobe Suite, Sketch, Figma, and Creative Cloud Page optimization experience Previous work in Instapage platform is a plus Strong attention to detail and the ability to deliver high-quality work under tight timelines Ability to work and manage multiple ongoing projects Ability to present and explain design decisions to diverse groups, including customers Next Steps!We are an equal opportunity employer searching for exceptional talent of diverse backgrounds, experiences, abilities, and perspectives. We are here to support every candidate and provide reasonable accommodations to help you apply , if needed.If you’ve made it this far, we hope you’re as excited as we are about finding out if we’re a good fit for each other, let’s talk. Show more Show less Seniority level Entry level Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Software Development"
323,,,,
324,Amazon,Visual UI Designer,"New York, New York, United States","Job SummaryDESCRIPTIONThe AWS Analytics team designs and delivers the next generation suite of business analytics tools such as Amazon QuickSight, Amazon FinSpace, and AWS Glue Databrew. We empower technical and non-technical users in every industry with “low-code” and “no-code” analytics solutions. We constantly innovate ways to deliver faster, more intuitive, and more actionable insights at a massive scale. We are re-inventing business intelligence with the goal of allowing everyone to make data-driven decisions. Our customers include startups and Fortune 500 companies.To help us delight our customers, we are seeking a talented, creative, and customer-obsessed Visual Designer to be the key voice in defining the brand identity and visual language of our enterprise-class application through UI, art direction, graphic design, and motion design.Key job responsibilitiesYou will be part of a world-class team in a fast-paced environment that has the entrepreneurial feel of a start-up. Each day, hundreds of thousands of developers harness the power of Amazon Web Services (AWS) to enable innovative applications, websites, and businesses. You will have a significant impact on our business as you take a leadership role in setting the creative strategy for this new collection of products and services.You will also drive our creative strategy by working with key stakeholders to prioritize and maximize resources, scoping projects, and communicating trade-offs when appropriate. You will be part of a multidisciplinary team of designers, researchers, and design technologists who seek to harness the power of the AWS cloud into an everyday tool for data management, analysis and collaboration through a human-centered design process.A day in the lifeThe ideal candidate will thrive in collaboration with UX designers, product managers, marketing managers, and other visual designers to create and maintain a cohesive visual identity for our new service across all customer touch-points. You are a problem solver with strong bias for action, always ready to be hands-on to visualize solutions. You take a customer-centered approach to define how visual design works across contexts, devices and domains, while being able to dive deep into identity, layout, typography, UI, motion design, and other components of visual brand expression. You proactively work on behalf of the team to create clarity in the face of ambiguity.Basic Qualifications 6+ years of professional experience as a UI designer or interaction designer, visual designer, creative director, art director, or similar role An online portfolio or samples of work on resume, demonstrating experience creating great end-to-end, user-centered design solutions and patterns, across desktop and mobile devices. Experience working in a product lifecycle with front-end and back-end engineering teams. Estimate, organize, and track components within an atomic design system. Bachelor’s or equivalent degree in graphic design or related field or equivalent professional experience within a design fieldPreferred Qualifications Exceptional creative concepting, development, and design skills, Experience creating brand guidelines and UX design systems Deep understanding of typography, design principles, trends and best practices across enterprise software Excellent communication, collaboration, and presentation skills Relentless desire for innovation, balanced with business and user interaction priorities A self-starter with the ability to navigate ambiguous situations and thrive in a fast-paced, start-up environment An understanding of how to advocate for customers and integrate user research in the creative process Curiosity to dig several layers deep into success metrics, have an innate desire to understand key drivers Basic knowledge of UX and front-end web design processes and accessibility standardsAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.Company - Amazon Dev Center U.S., Inc.Job ID: A1905213 Show more Show less Seniority level Not Applicable Employment type Full-time Job function Art/Creative and Design Industries IT Services and IT Consulting, Software Development, and Internet Publishing"
325,,,,
326,,,,
